time,temperature,current,status,formatted
21:49:18,38.47,0.7,NORMAL,21:49:18 | Temp: 38.47 | Current: 0.70 | Status: NORMAL
21:57:54,27.98,1.67,LOW,21:57:54 | Temp: 27.98 | Current: 1.67 | Status: LOW
21:57:56,37.18,1.14,LOW,21:57:56 | Temp: 37.18 | Current: 1.14 | Status: LOW
21:57:58,36.64,1.51,LOW,21:57:58 | Temp: 36.64 | Current: 1.51 | Status: LOW
21:58:00,27.56,1.56,LOW,21:58:00 | Temp: 27.56 | Current: 1.56 | Status: LOW
21:58:02,35.31,0.79,NORMAL,21:58:02 | Temp: 35.31 | Current: 0.79 | Status: NORMAL
21:58:04,25.32,0.53,NORMAL,21:58:04 | Temp: 25.32 | Current: 0.53 | Status: NORMAL
21:58:06,36.53,0.75,NORMAL,21:58:06 | Temp: 36.53 | Current: 0.75 | Status: NORMAL
21:58:08,28.44,0.45,NORMAL,21:58:08 | Temp: 28.44 | Current: 0.45 | Status: NORMAL
21:58:10,32.44,0.03,NORMAL,21:58:10 | Temp: 32.44 | Current: 0.03 | Status: NORMAL
21:58:12,35.81,0.61,NORMAL,21:58:12 | Temp: 35.81 | Current: 0.61 | Status: NORMAL
21:58:14,37.96,0.62,NORMAL,21:58:14 | Temp: 37.96 | Current: 0.62 | Status: NORMAL
21:58:16,29.81,0.44,NORMAL,21:58:16 | Temp: 29.81 | Current: 0.44 | Status: NORMAL
21:58:18,27.02,1.05,LOW,21:58:18 | Temp: 27.02 | Current: 1.05 | Status: LOW
21:58:20,28.46,3.21,HIGH,21:58:20 | Temp: 28.46 | Current: 3.21 | Status: HIGH
21:58:22,29.4,0.22,NORMAL,21:58:22 | Temp: 29.40 | Current: 0.22 | Status: NORMAL
21:58:24,37.88,0.74,NORMAL,21:58:24 | Temp: 37.88 | Current: 0.74 | Status: NORMAL
21:58:26,30.05,0.08,NORMAL,21:58:26 | Temp: 30.05 | Current: 0.08 | Status: NORMAL
21:58:28,25.05,0.66,NORMAL,21:58:28 | Temp: 25.05 | Current: 0.66 | Status: NORMAL
21:58:30,32.38,1.41,LOW,21:58:30 | Temp: 32.38 | Current: 1.41 | Status: LOW
21:58:32,35.43,1.29,LOW,21:58:32 | Temp: 35.43 | Current: 1.29 | Status: LOW
21:58:34,28.11,3.39,HIGH,21:58:34 | Temp: 28.11 | Current: 3.39 | Status: HIGH
21:58:36,29.7,1.89,LOW,21:58:36 | Temp: 29.70 | Current: 1.89 | Status: LOW
21:58:38,35.1,1.07,LOW,21:58:38 | Temp: 35.10 | Current: 1.07 | Status: LOW
21:58:40,31.56,0.26,NORMAL,21:58:40 | Temp: 31.56 | Current: 0.26 | Status: NORMAL
21:58:42,33.49,1.8,LOW,21:58:42 | Temp: 33.49 | Current: 1.80 | Status: LOW
21:58:44,31.44,2.17,HIGH,21:58:44 | Temp: 31.44 | Current: 2.17 | Status: HIGH
21:58:46,36.99,3.35,HIGH,21:58:46 | Temp: 36.99 | Current: 3.35 | Status: HIGH
21:58:48,28.46,3.22,HIGH,21:58:48 | Temp: 28.46 | Current: 3.22 | Status: HIGH
21:58:50,34.08,0.03,NORMAL,21:58:50 | Temp: 34.08 | Current: 0.03 | Status: NORMAL
21:58:52,31.58,0.07,NORMAL,21:58:52 | Temp: 31.58 | Current: 0.07 | Status: NORMAL
21:58:54,36.39,2.28,HIGH,21:58:54 | Temp: 36.39 | Current: 2.28 | Status: HIGH
21:58:56,38.27,0.47,NORMAL,21:58:56 | Temp: 38.27 | Current: 0.47 | Status: NORMAL
21:58:58,35.81,0.87,NORMAL,21:58:58 | Temp: 35.81 | Current: 0.87 | Status: NORMAL
21:59:00,37.62,1.47,LOW,21:59:00 | Temp: 37.62 | Current: 1.47 | Status: LOW
21:59:02,27.48,0.06,NORMAL,21:59:02 | Temp: 27.48 | Current: 0.06 | Status: NORMAL
21:59:04,36.74,1.33,LOW,21:59:04 | Temp: 36.74 | Current: 1.33 | Status: LOW
21:59:06,29.31,0.23,NORMAL,21:59:06 | Temp: 29.31 | Current: 0.23 | Status: NORMAL
21:59:08,30.95,1.67,LOW,21:59:08 | Temp: 30.95 | Current: 1.67 | Status: LOW
21:59:10,28.92,0.75,NORMAL,21:59:10 | Temp: 28.92 | Current: 0.75 | Status: NORMAL
21:59:12,37.41,0.29,NORMAL,21:59:12 | Temp: 37.41 | Current: 0.29 | Status: NORMAL
21:59:14,36.31,0.7,NORMAL,21:59:14 | Temp: 36.31 | Current: 0.70 | Status: NORMAL
21:59:16,31.69,0.32,NORMAL,21:59:16 | Temp: 31.69 | Current: 0.32 | Status: NORMAL
21:59:18,35.49,0.88,NORMAL,21:59:18 | Temp: 35.49 | Current: 0.88 | Status: NORMAL
21:59:20,27.51,0.88,NORMAL,21:59:20 | Temp: 27.51 | Current: 0.88 | Status: NORMAL
21:59:22,35.11,0.34,NORMAL,21:59:22 | Temp: 35.11 | Current: 0.34 | Status: NORMAL
21:59:24,36.96,0.42,NORMAL,21:59:24 | Temp: 36.96 | Current: 0.42 | Status: NORMAL
21:59:26,32.97,0.79,NORMAL,21:59:26 | Temp: 32.97 | Current: 0.79 | Status: NORMAL
21:59:28,34.3,0.52,NORMAL,21:59:28 | Temp: 34.30 | Current: 0.52 | Status: NORMAL
21:59:30,28.21,1.53,LOW,21:59:30 | Temp: 28.21 | Current: 1.53 | Status: LOW
21:59:32,38.06,3.4,HIGH,21:59:32 | Temp: 38.06 | Current: 3.40 | Status: HIGH
21:59:34,30.97,0.54,NORMAL,21:59:34 | Temp: 30.97 | Current: 0.54 | Status: NORMAL
21:59:36,32.17,2.06,HIGH,21:59:36 | Temp: 32.17 | Current: 2.06 | Status: HIGH
21:59:38,33.28,3.21,HIGH,21:59:38 | Temp: 33.28 | Current: 3.21 | Status: HIGH
21:59:40,32.08,0.52,NORMAL,21:59:40 | Temp: 32.08 | Current: 0.52 | Status: NORMAL
21:59:42,29.63,2.38,HIGH,21:59:42 | Temp: 29.63 | Current: 2.38 | Status: HIGH
21:59:44,36.55,0.7,NORMAL,21:59:44 | Temp: 36.55 | Current: 0.70 | Status: NORMAL
21:59:46,26.0,0.46,NORMAL,21:59:46 | Temp: 26.00 | Current: 0.46 | Status: NORMAL
21:59:48,37.48,2.76,HIGH,21:59:48 | Temp: 37.48 | Current: 2.76 | Status: HIGH
21:59:50,30.64,1.54,LOW,21:59:50 | Temp: 30.64 | Current: 1.54 | Status: LOW
21:59:52,32.26,0.25,NORMAL,21:59:52 | Temp: 32.26 | Current: 0.25 | Status: NORMAL
21:59:54,33.35,2.16,HIGH,21:59:54 | Temp: 33.35 | Current: 2.16 | Status: HIGH
21:59:56,25.03,1.43,LOW,21:59:56 | Temp: 25.03 | Current: 1.43 | Status: LOW
21:59:58,32.55,0.58,NORMAL,21:59:58 | Temp: 32.55 | Current: 0.58 | Status: NORMAL
22:00:00,33.79,1.52,LOW,22:00:00 | Temp: 33.79 | Current: 1.52 | Status: LOW
22:00:02,32.9,1.38,LOW,22:00:02 | Temp: 32.90 | Current: 1.38 | Status: LOW
22:00:04,32.64,1.17,LOW,22:00:04 | Temp: 32.64 | Current: 1.17 | Status: LOW
22:00:06,28.13,2.82,HIGH,22:00:06 | Temp: 28.13 | Current: 2.82 | Status: HIGH
22:00:08,33.19,0.07,NORMAL,22:00:08 | Temp: 33.19 | Current: 0.07 | Status: NORMAL
22:00:10,33.14,0.23,NORMAL,22:00:10 | Temp: 33.14 | Current: 0.23 | Status: NORMAL
22:00:12,31.37,0.22,NORMAL,22:00:12 | Temp: 31.37 | Current: 0.22 | Status: NORMAL
22:00:14,28.09,0.26,NORMAL,22:00:14 | Temp: 28.09 | Current: 0.26 | Status: NORMAL
22:00:16,38.06,0.84,NORMAL,22:00:16 | Temp: 38.06 | Current: 0.84 | Status: NORMAL
22:00:18,27.65,2.29,HIGH,22:00:18 | Temp: 27.65 | Current: 2.29 | Status: HIGH
22:00:20,24.86,0.1,NORMAL,22:00:20 | Temp: 24.86 | Current: 0.10 | Status: NORMAL
22:00:22,25.5,0.33,NORMAL,22:00:22 | Temp: 25.50 | Current: 0.33 | Status: NORMAL
22:00:24,26.59,0.63,NORMAL,22:00:24 | Temp: 26.59 | Current: 0.63 | Status: NORMAL
22:00:26,27.96,0.71,NORMAL,22:00:26 | Temp: 27.96 | Current: 0.71 | Status: NORMAL
22:00:28,27.71,0.71,NORMAL,22:00:28 | Temp: 27.71 | Current: 0.71 | Status: NORMAL
22:00:30,26.23,1.59,LOW,22:00:30 | Temp: 26.23 | Current: 1.59 | Status: LOW
22:00:32,38.09,1.82,LOW,22:00:32 | Temp: 38.09 | Current: 1.82 | Status: LOW
22:00:34,30.68,1.33,LOW,22:00:34 | Temp: 30.68 | Current: 1.33 | Status: LOW
22:00:36,38.26,0.28,NORMAL,22:00:36 | Temp: 38.26 | Current: 0.28 | Status: NORMAL
22:00:38,36.69,0.72,NORMAL,22:00:38 | Temp: 36.69 | Current: 0.72 | Status: NORMAL
22:00:40,33.86,0.66,NORMAL,22:00:40 | Temp: 33.86 | Current: 0.66 | Status: NORMAL
22:00:42,30.93,1.05,LOW,22:00:42 | Temp: 30.93 | Current: 1.05 | Status: LOW
22:00:44,34.13,0.62,NORMAL,22:00:44 | Temp: 34.13 | Current: 0.62 | Status: NORMAL
22:00:46,34.04,1.43,LOW,22:00:46 | Temp: 34.04 | Current: 1.43 | Status: LOW
22:00:48,30.41,0.11,NORMAL,22:00:48 | Temp: 30.41 | Current: 0.11 | Status: NORMAL
22:00:50,27.42,0.19,NORMAL,22:00:50 | Temp: 27.42 | Current: 0.19 | Status: NORMAL
22:00:52,35.77,1.29,LOW,22:00:52 | Temp: 35.77 | Current: 1.29 | Status: LOW
22:00:54,36.45,1.69,LOW,22:00:54 | Temp: 36.45 | Current: 1.69 | Status: LOW
22:00:56,28.23,0.83,NORMAL,22:00:56 | Temp: 28.23 | Current: 0.83 | Status: NORMAL
22:00:58,38.34,2.76,HIGH,22:00:58 | Temp: 38.34 | Current: 2.76 | Status: HIGH
22:01:00,37.69,1.41,LOW,22:01:00 | Temp: 37.69 | Current: 1.41 | Status: LOW
22:01:02,29.16,0.16,NORMAL,22:01:02 | Temp: 29.16 | Current: 0.16 | Status: NORMAL
22:01:04,34.71,1.17,LOW,22:01:04 | Temp: 34.71 | Current: 1.17 | Status: LOW
22:01:06,26.33,2.02,HIGH,22:01:06 | Temp: 26.33 | Current: 2.02 | Status: HIGH
22:01:08,25.47,0.45,NORMAL,22:01:08 | Temp: 25.47 | Current: 0.45 | Status: NORMAL
22:01:10,25.68,0.85,NORMAL,22:01:10 | Temp: 25.68 | Current: 0.85 | Status: NORMAL
22:01:12,32.0,0.32,NORMAL,22:01:12 | Temp: 32.00 | Current: 0.32 | Status: NORMAL
22:01:14,29.41,1.79,LOW,22:01:14 | Temp: 29.41 | Current: 1.79 | Status: LOW
22:01:16,36.43,0.37,NORMAL,22:01:16 | Temp: 36.43 | Current: 0.37 | Status: NORMAL
22:01:18,27.11,0.38,NORMAL,22:01:18 | Temp: 27.11 | Current: 0.38 | Status: NORMAL
22:01:20,27.36,0.32,NORMAL,22:01:20 | Temp: 27.36 | Current: 0.32 | Status: NORMAL
22:01:22,29.9,1.82,LOW,22:01:22 | Temp: 29.90 | Current: 1.82 | Status: LOW
22:01:24,29.14,1.64,LOW,22:01:24 | Temp: 29.14 | Current: 1.64 | Status: LOW
22:01:26,30.71,1.3,LOW,22:01:26 | Temp: 30.71 | Current: 1.30 | Status: LOW
22:01:28,36.67,1.83,LOW,22:01:28 | Temp: 36.67 | Current: 1.83 | Status: LOW
22:01:30,33.21,0.23,NORMAL,22:01:30 | Temp: 33.21 | Current: 0.23 | Status: NORMAL
22:01:32,28.59,0.62,NORMAL,22:01:32 | Temp: 28.59 | Current: 0.62 | Status: NORMAL
22:01:34,30.5,0.67,NORMAL,22:01:34 | Temp: 30.50 | Current: 0.67 | Status: NORMAL
22:01:36,26.4,3.21,HIGH,22:01:36 | Temp: 26.40 | Current: 3.21 | Status: HIGH
22:01:38,26.95,0.34,NORMAL,22:01:38 | Temp: 26.95 | Current: 0.34 | Status: NORMAL
22:01:40,29.11,0.14,NORMAL,22:01:40 | Temp: 29.11 | Current: 0.14 | Status: NORMAL
22:01:42,24.5,3.29,HIGH,22:01:42 | Temp: 24.50 | Current: 3.29 | Status: HIGH
22:01:44,28.46,0.65,NORMAL,22:01:44 | Temp: 28.46 | Current: 0.65 | Status: NORMAL
22:01:46,30.58,0.35,NORMAL,22:01:46 | Temp: 30.58 | Current: 0.35 | Status: NORMAL
22:01:48,34.04,0.83,NORMAL,22:01:48 | Temp: 34.04 | Current: 0.83 | Status: NORMAL
22:01:50,35.39,0.35,NORMAL,22:01:50 | Temp: 35.39 | Current: 0.35 | Status: NORMAL
22:01:52,33.37,0.48,NORMAL,22:01:52 | Temp: 33.37 | Current: 0.48 | Status: NORMAL
22:01:54,37.17,0.66,NORMAL,22:01:54 | Temp: 37.17 | Current: 0.66 | Status: NORMAL
22:01:56,29.68,0.88,NORMAL,22:01:56 | Temp: 29.68 | Current: 0.88 | Status: NORMAL
22:01:58,33.15,0.36,NORMAL,22:01:58 | Temp: 33.15 | Current: 0.36 | Status: NORMAL
22:02:00,25.48,0.63,NORMAL,22:02:00 | Temp: 25.48 | Current: 0.63 | Status: NORMAL
22:02:02,25.86,0.46,NORMAL,22:02:02 | Temp: 25.86 | Current: 0.46 | Status: NORMAL
22:02:04,28.02,0.54,NORMAL,22:02:04 | Temp: 28.02 | Current: 0.54 | Status: NORMAL
22:02:06,27.19,0.45,NORMAL,22:02:06 | Temp: 27.19 | Current: 0.45 | Status: NORMAL
22:02:08,37.27,0.86,NORMAL,22:02:08 | Temp: 37.27 | Current: 0.86 | Status: NORMAL
22:02:10,31.6,0.5,NORMAL,22:02:10 | Temp: 31.60 | Current: 0.50 | Status: NORMAL
22:02:12,36.24,0.47,NORMAL,22:02:12 | Temp: 36.24 | Current: 0.47 | Status: NORMAL
22:02:14,33.0,0.37,NORMAL,22:02:14 | Temp: 33.00 | Current: 0.37 | Status: NORMAL
22:02:16,26.76,1.5,LOW,22:02:16 | Temp: 26.76 | Current: 1.50 | Status: LOW
22:02:18,28.54,0.19,NORMAL,22:02:18 | Temp: 28.54 | Current: 0.19 | Status: NORMAL
22:02:20,30.4,1.51,LOW,22:02:20 | Temp: 30.40 | Current: 1.51 | Status: LOW
22:02:22,29.37,2.45,HIGH,22:02:22 | Temp: 29.37 | Current: 2.45 | Status: HIGH
22:02:24,32.03,0.51,NORMAL,22:02:24 | Temp: 32.03 | Current: 0.51 | Status: NORMAL
22:02:26,36.01,0.3,NORMAL,22:02:26 | Temp: 36.01 | Current: 0.30 | Status: NORMAL
22:02:28,28.71,2.12,HIGH,22:02:28 | Temp: 28.71 | Current: 2.12 | Status: HIGH
22:02:30,37.42,3.29,HIGH,22:02:30 | Temp: 37.42 | Current: 3.29 | Status: HIGH
22:02:32,33.4,1.63,LOW,22:02:32 | Temp: 33.40 | Current: 1.63 | Status: LOW
22:02:34,27.78,2.54,HIGH,22:02:34 | Temp: 27.78 | Current: 2.54 | Status: HIGH
22:02:36,35.81,1.26,LOW,22:02:36 | Temp: 35.81 | Current: 1.26 | Status: LOW
22:02:38,28.17,0.7,NORMAL,22:02:38 | Temp: 28.17 | Current: 0.70 | Status: NORMAL
22:02:40,26.05,0.87,NORMAL,22:02:40 | Temp: 26.05 | Current: 0.87 | Status: NORMAL
22:02:42,35.66,0.89,NORMAL,22:02:42 | Temp: 35.66 | Current: 0.89 | Status: NORMAL
22:02:44,33.46,2.48,HIGH,22:02:44 | Temp: 33.46 | Current: 2.48 | Status: HIGH
22:02:46,38.28,0.76,NORMAL,22:02:46 | Temp: 38.28 | Current: 0.76 | Status: NORMAL
22:02:48,27.31,0.62,NORMAL,22:02:48 | Temp: 27.31 | Current: 0.62 | Status: NORMAL
22:02:50,27.67,1.68,LOW,22:02:50 | Temp: 27.67 | Current: 1.68 | Status: LOW
22:02:52,30.7,0.79,NORMAL,22:02:52 | Temp: 30.70 | Current: 0.79 | Status: NORMAL
22:02:54,24.54,0.84,NORMAL,22:02:54 | Temp: 24.54 | Current: 0.84 | Status: NORMAL
22:02:56,25.61,0.18,NORMAL,22:02:56 | Temp: 25.61 | Current: 0.18 | Status: NORMAL
22:02:58,36.13,2.62,HIGH,22:02:58 | Temp: 36.13 | Current: 2.62 | Status: HIGH
22:03:00,28.3,0.2,NORMAL,22:03:00 | Temp: 28.30 | Current: 0.20 | Status: NORMAL
22:03:02,35.87,1.48,LOW,22:03:02 | Temp: 35.87 | Current: 1.48 | Status: LOW
22:03:04,34.84,0.21,NORMAL,22:03:04 | Temp: 34.84 | Current: 0.21 | Status: NORMAL
22:03:06,37.59,0.76,NORMAL,22:03:06 | Temp: 37.59 | Current: 0.76 | Status: NORMAL
22:03:08,29.57,0.03,NORMAL,22:03:08 | Temp: 29.57 | Current: 0.03 | Status: NORMAL
22:03:10,25.18,0.69,NORMAL,22:03:10 | Temp: 25.18 | Current: 0.69 | Status: NORMAL
22:03:12,25.92,1.42,LOW,22:03:12 | Temp: 25.92 | Current: 1.42 | Status: LOW
22:03:14,27.6,0.01,NORMAL,22:03:14 | Temp: 27.60 | Current: 0.01 | Status: NORMAL
22:03:16,30.47,0.26,NORMAL,22:03:16 | Temp: 30.47 | Current: 0.26 | Status: NORMAL
22:03:18,28.23,3.23,HIGH,22:03:18 | Temp: 28.23 | Current: 3.23 | Status: HIGH
22:03:20,31.95,2.96,HIGH,22:03:20 | Temp: 31.95 | Current: 2.96 | Status: HIGH
22:03:22,31.9,0.71,NORMAL,22:03:22 | Temp: 31.90 | Current: 0.71 | Status: NORMAL
22:03:24,38.19,1.64,LOW,22:03:24 | Temp: 38.19 | Current: 1.64 | Status: LOW
22:03:26,36.89,0.77,NORMAL,22:03:26 | Temp: 36.89 | Current: 0.77 | Status: NORMAL
22:03:28,24.95,1.88,LOW,22:03:28 | Temp: 24.95 | Current: 1.88 | Status: LOW
22:03:30,32.01,0.25,NORMAL,22:03:30 | Temp: 32.01 | Current: 0.25 | Status: NORMAL
22:03:32,36.67,0.01,NORMAL,22:03:32 | Temp: 36.67 | Current: 0.01 | Status: NORMAL
22:03:34,28.41,0.21,NORMAL,22:03:34 | Temp: 28.41 | Current: 0.21 | Status: NORMAL
22:03:36,36.35,1.48,LOW,22:03:36 | Temp: 36.35 | Current: 1.48 | Status: LOW
22:03:38,37.8,0.68,NORMAL,22:03:38 | Temp: 37.80 | Current: 0.68 | Status: NORMAL
22:03:40,31.77,0.34,NORMAL,22:03:40 | Temp: 31.77 | Current: 0.34 | Status: NORMAL
22:03:42,26.21,0.48,NORMAL,22:03:42 | Temp: 26.21 | Current: 0.48 | Status: NORMAL
22:03:44,36.5,0.32,NORMAL,22:03:44 | Temp: 36.50 | Current: 0.32 | Status: NORMAL
22:03:46,32.97,0.7,NORMAL,22:03:46 | Temp: 32.97 | Current: 0.70 | Status: NORMAL
22:03:48,36.3,3.24,HIGH,22:03:48 | Temp: 36.30 | Current: 3.24 | Status: HIGH
22:03:50,35.33,1.16,LOW,22:03:50 | Temp: 35.33 | Current: 1.16 | Status: LOW
22:03:52,36.67,0.49,NORMAL,22:03:52 | Temp: 36.67 | Current: 0.49 | Status: NORMAL
22:03:54,36.4,0.54,NORMAL,22:03:54 | Temp: 36.40 | Current: 0.54 | Status: NORMAL
22:03:56,27.36,0.69,NORMAL,22:03:56 | Temp: 27.36 | Current: 0.69 | Status: NORMAL
22:03:58,36.88,0.81,NORMAL,22:03:58 | Temp: 36.88 | Current: 0.81 | Status: NORMAL
22:04:00,37.93,1.3,LOW,22:04:00 | Temp: 37.93 | Current: 1.30 | Status: LOW
22:04:02,26.16,3.01,HIGH,22:04:02 | Temp: 26.16 | Current: 3.01 | Status: HIGH
22:04:04,29.93,0.25,NORMAL,22:04:04 | Temp: 29.93 | Current: 0.25 | Status: NORMAL
22:04:06,36.94,1.42,LOW,22:04:06 | Temp: 36.94 | Current: 1.42 | Status: LOW
22:04:08,35.44,1.21,LOW,22:04:08 | Temp: 35.44 | Current: 1.21 | Status: LOW
22:04:10,31.86,0.74,NORMAL,22:04:10 | Temp: 31.86 | Current: 0.74 | Status: NORMAL
22:04:12,34.19,0.68,NORMAL,22:04:12 | Temp: 34.19 | Current: 0.68 | Status: NORMAL
22:04:14,32.92,0.3,NORMAL,22:04:14 | Temp: 32.92 | Current: 0.30 | Status: NORMAL
22:04:16,24.9,1.51,LOW,22:04:16 | Temp: 24.90 | Current: 1.51 | Status: LOW
22:04:18,35.77,0.41,NORMAL,22:04:18 | Temp: 35.77 | Current: 0.41 | Status: NORMAL
22:04:20,36.38,2.05,HIGH,22:04:20 | Temp: 36.38 | Current: 2.05 | Status: HIGH
22:04:22,32.62,0.29,NORMAL,22:04:22 | Temp: 32.62 | Current: 0.29 | Status: NORMAL
22:04:24,27.74,0.58,NORMAL,22:04:24 | Temp: 27.74 | Current: 0.58 | Status: NORMAL
22:04:26,38.17,0.02,NORMAL,22:04:26 | Temp: 38.17 | Current: 0.02 | Status: NORMAL
22:04:28,25.3,1.57,LOW,22:04:28 | Temp: 25.30 | Current: 1.57 | Status: LOW
22:04:30,26.23,0.55,NORMAL,22:04:30 | Temp: 26.23 | Current: 0.55 | Status: NORMAL
22:04:32,36.77,0.29,NORMAL,22:04:32 | Temp: 36.77 | Current: 0.29 | Status: NORMAL
22:04:34,37.13,1.86,LOW,22:04:34 | Temp: 37.13 | Current: 1.86 | Status: LOW
22:04:36,32.01,1.28,LOW,22:04:36 | Temp: 32.01 | Current: 1.28 | Status: LOW
22:04:38,38.2,0.43,NORMAL,22:04:38 | Temp: 38.20 | Current: 0.43 | Status: NORMAL
22:04:40,35.67,0.48,NORMAL,22:04:40 | Temp: 35.67 | Current: 0.48 | Status: NORMAL
22:04:42,30.24,0.07,NORMAL,22:04:42 | Temp: 30.24 | Current: 0.07 | Status: NORMAL
22:04:44,35.08,3.28,HIGH,22:04:44 | Temp: 35.08 | Current: 3.28 | Status: HIGH
22:04:46,25.94,1.4,LOW,22:04:46 | Temp: 25.94 | Current: 1.40 | Status: LOW
22:04:48,34.77,0.52,NORMAL,22:04:48 | Temp: 34.77 | Current: 0.52 | Status: NORMAL
22:04:50,27.56,0.83,NORMAL,22:04:50 | Temp: 27.56 | Current: 0.83 | Status: NORMAL
22:04:52,29.95,2.31,HIGH,22:04:52 | Temp: 29.95 | Current: 2.31 | Status: HIGH
22:04:54,27.76,0.2,NORMAL,22:04:54 | Temp: 27.76 | Current: 0.20 | Status: NORMAL
22:04:56,30.65,0.39,NORMAL,22:04:56 | Temp: 30.65 | Current: 0.39 | Status: NORMAL
22:04:58,27.65,0.66,NORMAL,22:04:58 | Temp: 27.65 | Current: 0.66 | Status: NORMAL
22:05:00,29.65,0.75,NORMAL,22:05:00 | Temp: 29.65 | Current: 0.75 | Status: NORMAL
22:05:02,25.48,0.02,NORMAL,22:05:02 | Temp: 25.48 | Current: 0.02 | Status: NORMAL
22:05:04,38.03,1.52,LOW,22:05:04 | Temp: 38.03 | Current: 1.52 | Status: LOW
22:05:06,30.91,0.46,NORMAL,22:05:06 | Temp: 30.91 | Current: 0.46 | Status: NORMAL
22:05:08,32.86,0.82,NORMAL,22:05:08 | Temp: 32.86 | Current: 0.82 | Status: NORMAL
22:05:10,33.58,0.86,NORMAL,22:05:10 | Temp: 33.58 | Current: 0.86 | Status: NORMAL
22:05:12,33.8,0.68,NORMAL,22:05:12 | Temp: 33.80 | Current: 0.68 | Status: NORMAL
22:05:14,37.09,1.56,LOW,22:05:14 | Temp: 37.09 | Current: 1.56 | Status: LOW
22:05:16,29.09,0.45,NORMAL,22:05:16 | Temp: 29.09 | Current: 0.45 | Status: NORMAL
22:05:18,26.36,2.93,HIGH,22:05:18 | Temp: 26.36 | Current: 2.93 | Status: HIGH
22:05:20,27.04,0.38,NORMAL,22:05:20 | Temp: 27.04 | Current: 0.38 | Status: NORMAL
22:05:22,31.09,0.17,NORMAL,22:05:22 | Temp: 31.09 | Current: 0.17 | Status: NORMAL
22:05:24,32.19,0.69,NORMAL,22:05:24 | Temp: 32.19 | Current: 0.69 | Status: NORMAL
22:05:26,32.56,2.29,HIGH,22:05:26 | Temp: 32.56 | Current: 2.29 | Status: HIGH
22:05:28,35.64,0.78,NORMAL,22:05:28 | Temp: 35.64 | Current: 0.78 | Status: NORMAL
22:05:30,32.2,2.82,HIGH,22:05:30 | Temp: 32.20 | Current: 2.82 | Status: HIGH
22:05:32,34.77,0.1,NORMAL,22:05:32 | Temp: 34.77 | Current: 0.10 | Status: NORMAL
22:05:34,28.2,3.49,HIGH,22:05:34 | Temp: 28.20 | Current: 3.49 | Status: HIGH
22:05:36,30.55,0.19,NORMAL,22:05:36 | Temp: 30.55 | Current: 0.19 | Status: NORMAL
22:05:38,28.39,0.67,NORMAL,22:05:38 | Temp: 28.39 | Current: 0.67 | Status: NORMAL
22:05:40,38.1,0.83,NORMAL,22:05:40 | Temp: 38.10 | Current: 0.83 | Status: NORMAL
22:05:42,34.56,0.6,NORMAL,22:05:42 | Temp: 34.56 | Current: 0.60 | Status: NORMAL
22:05:44,35.85,0.2,NORMAL,22:05:44 | Temp: 35.85 | Current: 0.20 | Status: NORMAL
22:05:46,30.55,2.8,HIGH,22:05:46 | Temp: 30.55 | Current: 2.80 | Status: HIGH
22:05:48,33.61,0.73,NORMAL,22:05:48 | Temp: 33.61 | Current: 0.73 | Status: NORMAL
22:05:50,27.11,2.41,HIGH,22:05:50 | Temp: 27.11 | Current: 2.41 | Status: HIGH
22:05:52,30.74,0.53,NORMAL,22:05:52 | Temp: 30.74 | Current: 0.53 | Status: NORMAL
22:05:54,25.55,0.43,NORMAL,22:05:54 | Temp: 25.55 | Current: 0.43 | Status: NORMAL
22:05:56,35.76,0.77,NORMAL,22:05:56 | Temp: 35.76 | Current: 0.77 | Status: NORMAL
22:05:58,27.93,0.61,NORMAL,22:05:58 | Temp: 27.93 | Current: 0.61 | Status: NORMAL
22:06:00,27.46,0.85,NORMAL,22:06:00 | Temp: 27.46 | Current: 0.85 | Status: NORMAL
22:06:02,35.77,3.14,HIGH,22:06:02 | Temp: 35.77 | Current: 3.14 | Status: HIGH
22:06:04,34.88,0.11,NORMAL,22:06:04 | Temp: 34.88 | Current: 0.11 | Status: NORMAL
22:06:06,30.41,0.06,NORMAL,22:06:06 | Temp: 30.41 | Current: 0.06 | Status: NORMAL
22:06:08,25.91,0.68,NORMAL,22:06:08 | Temp: 25.91 | Current: 0.68 | Status: NORMAL
22:06:10,37.29,2.97,HIGH,22:06:10 | Temp: 37.29 | Current: 2.97 | Status: HIGH
22:06:12,26.85,0.47,NORMAL,22:06:12 | Temp: 26.85 | Current: 0.47 | Status: NORMAL
22:06:14,26.55,2.81,HIGH,22:06:14 | Temp: 26.55 | Current: 2.81 | Status: HIGH
22:06:16,38.04,0.84,NORMAL,22:06:16 | Temp: 38.04 | Current: 0.84 | Status: NORMAL
22:06:18,37.66,0.52,NORMAL,22:06:18 | Temp: 37.66 | Current: 0.52 | Status: NORMAL
22:06:20,37.45,0.21,NORMAL,22:06:20 | Temp: 37.45 | Current: 0.21 | Status: NORMAL
22:06:22,36.76,1.87,LOW,22:06:22 | Temp: 36.76 | Current: 1.87 | Status: LOW
22:06:24,31.3,1.58,LOW,22:06:24 | Temp: 31.30 | Current: 1.58 | Status: LOW
22:06:26,27.94,0.09,NORMAL,22:06:26 | Temp: 27.94 | Current: 0.09 | Status: NORMAL
22:06:28,25.73,0.12,NORMAL,22:06:28 | Temp: 25.73 | Current: 0.12 | Status: NORMAL
